ma_2,ma_4,ma_8,ma_16,ma_32,ma_64,ma_128,rsi_2,rsi_4,rsi_8,rsi_16,rsi_32,rsi_64,rsi_128,std_2,std_4,std_8,std_16,std_32,std_64,std_128,Open_ret
0.6180257511,0.6224832215,0.6869009585,0.624929498,0.6139506915,0.3846559773,0.4306574594,0.761376201,0.5575860158,0.5538072423,0.5965406937,0.6012464007,0.5780498465,0.5595456219,0.01188118812,0.03010109164,0.035677488,0.07642021749,0.1373964781,0.5011909312,0.5526461909,-3.00E-05
0.6298283262,0.6409395973,0.6939297125,0.6063169769,0.6103427541,0.3838104247,0.4423019963,0.8622648741,0.6200307908,0.5755622231,0.6057335361,0.6071136982,0.5829815898,0.564122552,0.009900990099,0.02799277472,0.03425059597,0.08743749465,0.136969822,0.4952430807,0.5490438102,2.00E-05
0.6405579399,0.6493288591,0.7143769968,0.627749577,0.5959110042,0.3748656308,0.4349399283,0.9253705869,0.6802128455,0.5979645184,0.6150884488,0.6129918645,0.5878749563,0.5686402708,0.009900990099,0.01680891847,0.06553544299,0.08530200208,0.1377920171,0.4900697657,0.5450677804,7.00E-05
0.6394849785,0.6526845638,0.7329073482,0.6164692611,0.6091401082,0.3828256177,0.4255246496,0.4348465862,0.5293385835,0.5466322074,0.5882039686,0.5930861319,0.5697646091,0.5511437899,0.01188118812,0.01173841201,0.05770836111,0.08611615105,0.1412661627,0.4849382596,0.5413676514,1.00E-05
0.6330472103,0.6728187919,0.7265175719,0.6147772138,0.604329525,0.3796456841,0.4273093472,0.4348465862,0.5293385835,0.5466322074,0.5882039686,0.5930861319,0.5697646091,0.5511437899,4.05E-09,0.0483987126,0.07101575109,0.08760989006,0.1419364188,0.4795411567,0.5372474618,1.00E-05
0.6598712446,0.6786912752,0.7099041534,0.6175972927,0.6007215875,0.391982595,0.4181913846,0.9419083492,0.8115578646,0.6684318877,0.6386921602,0.6235018196,0.5943631762,0.5734928662,0.0495049505,0.04909821411,0.09779003207,0.0869019125,0.1417562686,0.4754664119,0.5336724547,0.00026
0.6738197425,0.6619127517,0.717571885,0.6294416244,0.5892964522,0.3957419707,0.4150050352,0.5008384775,0.5681794754,0.5616989983,0.5834248508,0.584056821,0.5593563421,0.5401371775,0.02376237624,0.07871714413,0.1018391097,0.09220030413,0.1409170573,0.4703841298,0.529731526,0.00014
0.6255364807,0.6367449664,0.7041533546,0.6790750141,0.577269994,0.427422745,0.4026814072,0.133202021,0.2484274259,0.3534198019,0.4534094821,0.4860216458,0.4709136117,0.4553864838,0.06534653465,0.1070395889,0.1058757401,0.1583313411,0.1377555674,0.4739731557,0.5267263691,-0.00019
0.5793991416,0.6266778523,0.6913738019,0.6649746193,0.5880938064,0.4411609499,0.3969306887,0.08940733923,0.1952121688,0.3066873446,0.4192221984,0.4589577025,0.4461421953,0.4315323221,0.0198019802,0.09120046361,0.1122081039,0.1709987022,0.1365753446,0.4706160824,0.5230564985,-0.00029
0.614806867,0.6031879195,0.6875399361,0.6672306825,0.6001202646,0.4489121502,0.4134803842,0.7475766412,0.5915372928,0.5202398264,0.5196058592,0.5187430423,0.4931322061,0.4734088504,0.08514851485,0.07528277795,0.1117778891,0.1707550508,0.1414800584,0.4662550475,0.5209730897,0.00014
0.6309012876,0.6031879195,0.6805111821,0.657642414,0.6115453999,0.4536896757,0.3885389214,0.3796355575,0.3945966029,0.3929205434,0.4320785241,0.4496222842,0.4299260648,0.4126265312,0.05544554455,0.07528277795,0.09883518146,0.1735306866,0.1373077966,0.4616811896,0.5211887399,-0.00014
0.5954935622,0.6233221477,0.7182108626,0.6649746193,0.610944077,0.4615320183,0.3899030052,0.3219372394,0.3639363356,0.3725573168,0.4174914331,0.4379112989,0.4191730583,0.4022774665,0.009900990099,0.05941093349,0.1911919217,0.1766390049,0.1372117621,0.4575907184,0.5174786758,-0.00019
0.6051502146,0.6241610738,0.7086261981,0.6587704456,0.6319903788,0.4569920844,0.4160792212,0.6287882895,0.490539902,0.4384378674,0.4503372,0.457638324,0.4345303162,0.4158473215,0.02772277228,0.06129050418,0.2019164976,0.1779429693,0.1380130797,0.4532270442,0.5183091084,-5.00E-05
0.6416309013,0.697147651,0.7277955272,0.6570783982,0.6295850872,0.6126649077,0.4191245938,0.8381090382,0.6305926377,0.5206167001,0.4938287834,0.4843266698,0.4554263995,0.4343375029,0.0396039604,0.1654351099,0.1894110191,0.1780366167,0.1388187892,0.1250114762,0.5147413548,0.00015
0.7253218884,0.6845637584,0.7092651757,0.6379018613,0.644016837,0.618469657,0.3977742154,0.9620911624,0.8209335995,0.6771854781,0.5933574922,0.5505352909,0.5088915056,0.4822389287,0.1148514851,0.184807751,0.1913982451,0.1719096851,0.140776793,0.1260499067,0.5142346455,0.00073
0.6727467811,0.6895973154,0.7309904153,0.6288776086,0.6548406494,0.6300791557,0.3963858118,0.24317628,0.3251542802,0.3347579196,0.344962469,0.347876032,0.3216024559,0.3017417206,0.2118811881,0.1820763396,0.1919628819,0.169429916,0.1386176805,0.1281812858,0.5107135534,-0.00034
0.5954935622,0.6644295302,0.7367412141,0.641285956,0.6530366807,0.6448548813,0.3860020141,0.4897364632,0.457426946,0.4227567802,0.4030680514,0.3884451887,0.3549143838,0.3317128465,0.06930693069,0.1910292248,0.1872355815,0.166453466,0.1392061526,0.1264600624,0.5079786411,1.00E-05
0.6158798283,0.619966443,0.738658147,0.671178793,0.6506313891,0.6464379947,0.3758238362,0.3747609569,0.4015652086,0.3849230021,0.374042513,0.3636495303,0.3314773261,0.3089006926,0.03168316832,0.0939665623,0.1864749269,0.162664557,0.1396308269,0.1267078026,0.505273118,-0.00015
0.6362660944,0.6401006711,0.7239616613,0.6604624929,0.637402285,0.6306068602,0.3677408526,0.6880142263,0.5436204029,0.4704945268,0.4292577377,0.4021502274,0.363035873,0.3372375972,0.06930693069,0.06340015886,0.1871404489,0.1616420854,0.143190624,0.1297026224,0.5023532123,0.0002
0.6416309013,0.6375838926,0.6760383387,0.671178793,0.637402285,0.6443271768,0.3792127416,0.3649267525,0.4135256825,0.3945718769,0.3750576042,0.3572763163,0.3212114497,0.2968065413,0.05940594059,0.06316923218,0.08483941113,0.1590030342,0.143190624,0.1327057425,0.4999650307,-1.00E-04
0.6180257511,0.6434563758,0.6996805112,0.6926113931,0.6301864101,0.6517150396,0.3793090092,0.4904830795,0.4548859002,0.4159214871,0.3880481155,0.3661420551,0.3283947045,0.3032131617,0.01584158416,0.0562336036,0.05604272588,0.1558945865,0.1442611654,0.1332081849,0.4966722906,-2.00E-05
0.6201716738,0.625,0.7143769968,0.687535251,0.6386049308,0.6490765172,0.3794034431,0.3757247459,0.4205700669,0.3989504998,0.37684258,0.3571909604,0.3201989012,0.2953623329,0.01188118812,0.01685026888,0.07674468115,0.1586763,0.1458339532,0.1332515353,0.4934271559,-8.00E-05
0.6201716738,0.6359060403,0.7207667732,0.6892272984,0.6235718581,0.6411609499,0.3977369891,0.5716664887,0.4673558114,0.4184501562,0.3875288935,0.3641265882,0.3256779684,0.3001865798,0.01188118812,0.01839055723,0.06898937682,0.1594566487,0.140783722,0.1329781552,0.4927519103,-2.00E-05
0.6319742489,0.6577181208,0.7111821086,0.6497461929,0.6452194829,0.634828496,0.3880198775,0.7187784963,0.5112082709,0.435880211,0.3967247697,0.3699740752,0.3302477675,0.3041876925,0.009900990099,0.05686124395,0.05677920345,0.0938868807,0.157847233,0.1314498636,0.4903038626,3.00E-05
0.6598712446,0.6602348993,0.7297124601,0.6621545403,0.6686710764,0.6427440633,0.3766924024,0.9276134553,0.6654509578,0.5068297985,0.4347462461,0.3941295696,0.3490692264,0.3206299132,0.04158415842,0.0534937824,0.06147742974,0.07462387385,0.1570387231,0.1296817703,0.4881668339,0.00024
0.6512875536,0.6661073826,0.7220447284,0.657642414,0.6921226699,0.655408971,0.3584772305,0.2964769355,0.3966358809,0.395972109,0.3725843683,0.3487792844,0.3094202863,0.2835264492,0.05742574257,0.05020546303,0.07127011824,0.07600398048,0.1497088316,0.1338492903,0.4876628485,-5.00E-05
0.6309012876,0.6795302013,0.738658147,0.654822335,0.6867107637,0.6670184697,0.3575849126,0.5193240778,0.4838479515,0.4329808813,0.3915946811,0.3605741992,0.3184752701,0.2913684756,0.0198019802,0.05405028284,0.07234534582,0.07959490309,0.1489046789,0.1295667057,0.4846145449,5.00E-05
0.6566523605,0.6476510067,0.7418530351,0.6474901297,0.7017438364,0.6707124011,0.3474184154,0.7452596193,0.5935214152,0.4836041743,0.4179315852,0.3768841158,0.3309519386,0.3021461951,0.02772277228,0.05783205663,0.0704120309,0.07281444066,0.1468579086,0.1301646686,0.4824259657,0.00019
0.6362660944,0.6669463087,0.7322683706,0.6469261139,0.7059530968,0.6812664908,0.3311034384,0.2239939005,0.3294362872,0.3583343664,0.3477569435,0.3267530299,0.2878115794,0.2621559696,0.06534653465,0.06287108013,0.08010725557,0.07324061524,0.144711814,0.1278934372,0.4815969403,-0.00014
0.635193133,0.6652684564,0.7124600639,0.6565143824,0.7095610343,0.6854881266,0.3572841751,0.6678522205,0.5581712211,0.4718199624,0.4078738571,0.3639575529,0.3161043138,0.2864743756,0.06336633663,0.06335623772,0.06881346601,0.07738473803,0.144099691,0.1269565883,0.4842211654,0.00018
0.6534334764,0.639261745,0.7028753994,0.6615905245,0.7089597114,0.6606860158,0.3456917722,0.4308092404,0.4484834134,0.4169198589,0.3768211288,0.3419526911,0.2973079911,0.2691322526,0.0297029703,0.06092608323,0.08071992922,0.07570684086,0.1439461186,0.1456920251,0.4823911823,3.00E-05
0.6212446352,0.6451342282,0.7041533546,0.6909193457,0.6770895971,0.6870712401,0.3460703183,0.2490757401,0.3508170935,0.3647656987,0.3465785744,0.3204087216,0.2789147409,0.2521834761,0.0297029703,0.05406315655,0.08153527076,0.1122178161,0.1047705229,0.1498789149,0.4794952397,-0.00012
0.6105150215,0.6132550336,0.6849840256,0.7005076142,0.7041491281,0.7007915567,0.3603326735,0.4106115348,0.4013258764,0.3858249931,0.3568422031,0.3264757807,0.2834067147,0.2559872921,0.009900990099,0.03934088679,0.06892077617,0.1152600969,0.09086466306,0.1500355259,0.4783429954,-7.00E-05
0.6019313305,0.6166107383,0.703514377,0.6926113931,0.7095610343,0.709762533,0.3666391234,0.1878745897,0.3020508482,0.3366521767,0.3295485223,0.3075814639,0.2675479663,0.2415101973,0.02574257426,0.0463570082,0.07502464802,0.1105478863,0.09105374349,0.1503687919,0.4758509735,-0.0002
0.6169527897,0.6174496644,0.6926517572,0.698251551,0.7059530968,0.7029023747,0.3733848806,0.7456697827,0.5605551379,0.4530691705,0.3863023187,0.3406586064,0.2917376269,0.2618353305,0.05346534653,0.04591959701,0.06157226228,0.1089919872,0.09391257876,0.1516321285,0.4734472858,7.00E-05
0.6266094421,0.6359060403,0.7226837061,0.7016356458,0.7083583885,0.6918205805,0.3513121261,0.3838496593,0.4053648657,0.3804647635,0.3475060586,0.3145073154,0.2701222562,0.2422659043,0.03564356436,0.06567537175,0.126343274,0.1093938195,0.0953665489,0.1533539734,0.4749111299,-0.00011
0.635193133,0.6535234899,0.7431309904,0.6841511562,0.7215874925,0.6918205805,0.3484055052,0.7412159111,0.597407766,0.4814301351,0.3999945152,0.345564688,0.2928240348,0.2612868265,0.05148514851,0.04476854684,0.1252345861,0.1107401833,0.0935618898,0.1533539734,0.4722414194,0.00015
0.6480686695,0.6895973154,0.7539936102,0.6926113931,0.7221888154,0.6839050132,0.3604612452,0.4519175604,0.4725347246,0.4227355273,0.3692135597,0.325261077,0.276276823,0.2464235934,0.02772277228,0.107887915,0.1208102421,0.1058086354,0.0934193454,0.15504496,0.4708184602,1.00E-05
0.6856223176,0.7156040268,0.7699680511,0.6903553299,0.724594107,0.6670184697,0.3860548429,0.8515198195,0.7191917617,0.5769689657,0.4584937288,0.3802617679,0.3169083754,0.280533764,0.09702970297,0.084317398,0.1006766671,0.1044343694,0.09246150446,0.1524420451,0.4739758519,0.0005
0.7060085837,0.711409396,0.7725239617,0.6999435984,0.7294046903,0.6496042216,0.3776967226,0.4445769455,0.5022597725,0.4604972355,0.3945701921,0.3380670452,0.2827226099,0.2499612228,0.05940594059,0.08703840398,0.1000173279,0.1076897427,0.0918582984,0.1543182168,0.4719308925,0.0002
0.6630901288,0.7147651007,0.771884984,0.7129159616,0.7276007216,0.654353562,0.3699931781,0.3355328992,0.4401130634,0.4252314814,0.3743725465,0.3244886345,0.2716634149,0.2400596092,0.0198019802,0.08237189584,0.1011897789,0.1027717154,0.0921215185,0.1525808896,0.4698276766,1.00E-04
0.6469957082,0.6820469799,0.7629392971,0.7225042301,0.7300060132,0.6812664908,0.3773655589,0.268589394,0.4057202891,0.4068159754,0.3640754649,0.317655077,0.2661411864,0.2351373968,0.009900990099,0.02552199846,0.1036224421,0.09941994588,0.09383413938,0.1488913924,0.46771457,5.00E-05
0.6480686695,0.6552013423,0.7712460064,0.7219402143,0.731809982,0.6538258575,0.3902476063,0.5001652985,0.4639966468,0.4312548505,0.3763195064,0.324751312,0.2712097121,0.239312404,0.01188118812,0.04357114138,0.101089774,0.1003394597,0.09325139025,0.1577116146,0.4666716513,0.00011
0.6298283262,0.6476510067,0.7520766773,0.7315284828,0.7366205652,0.6612137203,0.4085091705,0.1379672197,0.2870413571,0.3404689708,0.3271798599,0.2929043076,0.2458694496,0.2169256719,0.04554455446,0.03981563199,0.05628914671,0.1039636192,0.09376514331,0.1562128811,0.4672337732,-0.00012
0.6190987124,0.6552013423,0.7463258786,0.744500846,0.7276007216,0.6907651715,0.3932527694,0.52125528,0.4303674842,0.3997525826,0.3555365441,0.3088430956,0.2570426499,0.226031886,0.02574257426,0.04795090112,0.05054741359,0.09702538395,0.0919732472,0.1600502647,0.4668881469,1.00E-05
0.6469957082,0.6627516779,0.7463258786,0.7354765933,0.7348165965,0.6949868074,0.5443101712,0.746597454,0.5507772051,0.455670763,0.3832624398,0.3245594748,0.2680592203,0.2349979884,0.02574257426,0.05821584886,0.05054741359,0.09868560396,0.08842492991,0.1596490774,0.2081906639,0.00014
0.6673819742,0.6820469799,0.7297124601,0.7326565144,0.6921226699,0.6691292876,0.5513595166,0.8233496584,0.6024861501,0.4811655496,0.3960539568,0.33179849,0.2731127741,0.2390983607,0.01188118812,0.03243789393,0.07705582256,0.1004560344,0.1194894869,0.1665386347,0.2092633677,0.0002
0.6641630901,0.6895973154,0.7380191693,0.7078398195,0.711365003,0.6284960422,0.5725075529,0.4260219588,0.4773864119,0.4333240128,0.3737937817,0.3185306658,0.2630199639,0.2303874186,0.01782178218,0.01839055723,0.0865708086,0.06820557469,0.1276950526,0.1376721883,0.2153867703,0.00011
0.6534334764,0.6602348993,0.7533546326,0.6965595037,0.7288033674,0.636939314,0.5609264854,0.38418754,0.462727719,0.427753006,0.3712499603,0.3170365466,0.2618939243,0.2294206265,0.00198019802,0.07318284408,0.0760993437,0.06468875122,0.1263583449,0.1321889745,0.2206639872,1.00E-04
0.6190987124,0.663590604,0.7520766773,0.7067117879,0.7414311485,0.6269129288,0.5508559919,0.04580124368,0.1839809199,0.280877885,0.2967903339,0.2720068942,0.2277368645,0.2000660875,0.06138613861,0.07804236257,0.07719159223,0.07466540926,0.1254631481,0.1345917579,0.2212223641,-0.00021
0.6341201717,0.6644295302,0.7405750799,0.7027636774,0.7468430547,0.6269129288,0.5508559919,0.7261505286,0.5961020561,0.4909946875,0.4002627467,0.3287612602,0.2663056107,0.2308229821,0.08910891089,0.07842486006,0.07993840291,0.07600398048,0.1220313392,0.1345917579,0.2212223641,0.00024
0.669527897,0.6552013423,0.731629393,0.703891709,0.7342152736,0.6248021108,0.5735146022,0.5229948564,0.4953057069,0.4375595124,0.3722519938,0.3117491795,0.2534560755,0.2198232711,0.02376237624,0.07871714413,0.0733862053,0.07646965371,0.1255921148,0.1337703726,0.2281008041,0.00012
0.6427038627,0.6694630872,0.724600639,0.7129159616,0.7414311485,0.6290237467,0.5674723061,0.323297419,0.3941242782,0.3823955943,0.3425625544,0.2935521228,0.2397055624,0.2080672193,0.02574257426,0.0525884881,0.07226314339,0.06946207776,0.1232823515,0.1330227158,0.2289087721,-1.00E-05
0.6255364807,0.6543624161,0.7361022364,0.7112239143,0.7239927841,0.6290237467,0.5493454179,0.2740736359,0.3699444629,0.3694970223,0.335654033,0.2893398771,0.2365394161,0.2053700498,0.005940594059,0.02935195792,0.08804443973,0.07042594509,0.125968539,0.1330227158,0.2329077023,-4.00E-05
0.6330472103,0.644295302,0.7482428115,0.6734348562,0.7197835238,0.6480211082,0.5412890232,0.6335397879,0.4892337134,0.4216494645,0.3602259129,0.3023940046,0.2451853936,0.2121517891,0.0198019802,0.01713692828,0.06665281758,0.1239524193,0.1269022761,0.136660395,0.2325958064,6.00E-05
0.6373390558,0.6686241611,0.7412140575,0.6818950931,0.6782922429,0.6395778364,0.5322255791,0.3932063858,0.41619536,0.3902942673,0.3450282772,0.2935817882,0.238731212,0.2067258539,0.01188118812,0.05832333539,0.05727066382,0.1333789812,0.1129479446,0.1390108821,0.2314080726,0
0.660944206,0.6703020134,0.7361022364,0.6852791878,0.6602525556,0.6269129288,0.5438066465,0.8645201513,0.6789598143,0.5259878421,0.4126373966,0.3298938623,0.2626933205,0.2254314235,0.05544554455,0.0562336036,0.0559655266,0.13489115,0.1115892623,0.1421174537,0.2307430143,0.00028
0.6587982833,0.6761744966,0.7354632588,0.687535251,0.6674684305,0.5968337731,0.5266868077,0.3174434727,0.3874117063,0.378539797,0.337755175,0.2862740733,0.230926597,0.1988610905,0.05940594059,0.05666508556,0.05653463574,0.1356619915,0.1146324721,0.145901112,0.2341558321,-2.00E-05
0.6427038627,0.6795302013,0.7041533546,0.6931754089,0.6416115454,0.5973614776,0.5407854985,0.5798833832,0.5141663069,0.4462989206,0.3730395995,0.3055547847,0.2436525589,0.2087621176,0.0297029703,0.05332439477,0.1339117769,0.1304446691,0.1284706107,0.1458403967,0.2319891441,0.00013
0.6491416309,0.6543624161,0.7226837061,0.6717428088,0.6349969934,0.5841688654,0.5533736153,0.3932507473,0.4317665823,0.4039471128,0.350945281,0.2926114428,0.2342670447,0.2009480433,0.01782178218,0.02897012757,0.1535999866,0.1292829143,0.127622571,0.1481822932,0.2353934321,4.00E-05
0.6330472103,0.6115771812,0.7335463259,0.6655386351,0.664461816,0.5577836412,0.5548841893,0.273417835,0.3759688649,0.3754349377,0.3360999541,0.2839488745,0.2280164559,0.1957624369,0.01188118812,0.1211648955,0.156125019,0.1280788675,0.1365239844,0.1515964843,0.2350539027,-2.00E-05
0.571888412,0.630033557,0.724600639,0.6582064298,0.6656644618,0.5878627968,0.5508559919,0.03591277017,0.128657806,0.1987776853,0.2272066661,0.2155165062,0.1773446661,0.153359699,0.100990099,0.1490418371,0.1483074115,0.1311068818,0.1365128502,0.1610903603,0.2359275108,-0.00053
0.6115879828,0.6409395973,0.7188498403,0.6570783982,0.6368009621,0.5662269129,0.5498489426,0.751477408,0.6190552482,0.5136961601,0.4130260735,0.3233388668,0.2494670941,0.2093976736,0.1742574257,0.1551680316,0.1510871053,0.131416218,0.1453435592,0.1622478117,0.2360400392,0.00035
0.686695279,0.6543624161,0.7015974441,0.6429780034,0.6223692123,0.5635883905,0.5594159114,0.5738281758,0.5278941335,0.456792961,0.3776335042,0.3006553215,0.2325462354,0.1952091615,0.03564356436,0.1578712939,0.1519284116,0.1356395099,0.1425386597,0.1622011459,0.2351745683,0.00017
0.6641630901,0.6895973154,0.6996805112,0.6373378455,0.6049308479,0.5820580475,0.5589123867,0.5316766791,0.5108362133,0.4470229265,0.3717076436,0.2968811476,0.2297410824,0.192863178,0.005940594059,0.07735269943,0.151536352,0.1366596064,0.1439770374,0.1643816853,0.2352507552,0.00014
0.6341201717,0.6484899329,0.6920127796,0.6339537507,0.5880938064,0.5905013193,0.552366566,0.2354534686,0.3712825645,0.3674049826,0.3232773869,0.2658603668,0.2066556898,0.1735694369,0.04950495049,0.0664443934,0.1537639446,0.1327098332,0.1451865986,0.1645062928,0.2362345766,-0.00011
0.6040772532,0.6350671141,0.7220447284,0.6136491822,0.5917017438,0.6063324538,0.5468277946,0.2068894882,0.3549865402,0.3580792422,0.3175800913,0.262189167,0.203919941,0.1712844924,0.005940594059,0.0521766482,0.09956631325,0.1477382627,0.1436534874,0.162620856,0.2365633622,-0.00014
0.6169527897,0.6115771812,0.6875399361,0.6063169769,0.5868911606,0.5799472296,0.5654582075,0.6324525117,0.4833419957,0.4167333528,0.3494488565,0.2804448808,0.215985474,0.1805517169,0.0297029703,0.02918552182,0.07351994103,0.1444952129,0.1409388175,0.1727488726,0.2434112457,1.00E-05
0.6169527897,0.6157718121,0.6702875399,0.624929498,0.5784726398,0.581530343,0.5287009063,0.2992470438,0.3681460191,0.3619636368,0.3187754259,0.2614813275,0.2021523261,0.1691262255,0.0297029703,0.02954102241,0.05546405982,0.1622400424,0.1393956775,0.172437859,0.2623246199,-0.00014
0.6094420601,0.6115771812,0.675399361,0.627749577,0.5778713169,0.5841688654,0.5317220544,0.5485280088,0.4501381171,0.3967311708,0.3366806782,0.2714703544,0.2086535962,0.1740742182,0.01584158416,0.03601635081,0.0702772436,0.1625485752,0.1393849594,0.1733680484,0.2624859001,-6.00E-05
